,Source,Destination,Weight
10645, Feeling Sick, Neck Pain,1.0
10646, Feeling Sick, Numbness,2.0
10647, Feeling Sick, sick to stomach,2.0
10648, Feeling Sick, Sighing respiration,1.0
10649, Feeling Sick, feeling dizzy,1.0
10650, Feeling Sick, Gasping for breath,2.0
10651, Feeling Sick, Excessive upper gastrointestinal gas,1.0
10652, Feeling Sick, Deep pain,1.0
10653, Feeling Sick, Nausea and vomiting,1.0
10654, Feeling Sick, Blurred vision,1.0
10655, Feeling Sick, Pruritus Ani,1.0
10656, Feeling Sick, Agitation,1.0
10657, Feeling Sick, head pressure,2.0
10658, Feeling Sick, leg numbness,1.0
10659, Feeling Sick, pricking of skin,1.0
10660, Feeling Sick, Cachexia,1.0
10661, Feeling Sick, severe back pain,1.0
10662, Feeling Sick, Hand pain,1.0
10663, Feeling Sick, Pain in lower limb,1.0
10664, Feeling Sick, Withdrawal Symptoms,2.0
10665, Feeling Sick, Posterior rhinorrhea,1.0
10666, Feeling Sick, Feeling despair,1.0
10667, Feeling Sick, Rib pain,1.0
10668, Feeling Sick, Wheezing,1.0
10669, Feeling Sick, Redness of eye,1.0
10670, Feeling Sick, clogged ear,1.0
10671, Feeling Sick, Cold intolerance,1.0
10672, Feeling Sick, Hemoptysis,1.0
10673, Feeling Sick, sitting pain,1.0
10674, Feeling Sick, Dry cough,1.0
10675, Feeling Sick, Sinus pain,1.0
10676, Feeling Sick, Feeling of loss of feeling,1.0
10677, Feeling Sick, Forgetful,2.0
10678, Feeling Sick, Myotonus,1.0
10679, Liver pain, Inguinal pain,1.0
10680, Liver pain, Jaw pain,1.0
10681, lump in throat, Muscular stiffness,1.0
10682, lump in throat, Night sweats,2.0
10683, lump in throat, Blurred vision,1.0
10684, lump in throat, Pain in lower limb,1.0
10685, lump in throat, Earache,1.0
10686, lump in throat, Posterior rhinorrhea,1.0
10687, lump in throat, Paresthesia of hand,1.0
10688, lump in throat, Yellow complexion,1.0
10689, Dull pain, Rectal pain,1.0
10690, Dull pain, Kidney problem,1.0
10691, Dull pain, digestive problem,1.0
10692, Dull pain, Muscular stiffness,2.0
10693, Dull pain, Renal pain,1.0
10694, Dull pain, Dysuria,1.0
10695, Dull pain, Lightheadedness,3.0
10696, Dull pain, Neck Pain,3.0
10697, Dull pain, Throbbing pain,1.0
10698, Dull pain, Pain| Burning,2.0
10699, Dull pain, Acute onset pain,1.0
10700, Dull pain, Dull chest pain,1.0
10701, Dull pain, Numbness,5.0
10702, Dull pain, Pain in forearm,1.0
10703, Dull pain, Night sweats,1.0
10704, Dull pain, pain with eating,1.0
10705, Dull pain, Wound pain,1.0
10706, Dull pain, Blackout - symptom,1.0
10707, Dull pain, Generalized pruritus,1.0
10708, Dull pain, Chronic pain,1.0
10709, Dull pain, Upper abdominal pain,1.0
10710, Dull pain, Nightmares,1.0
10711, Dull pain, Dryness of eye,1.0
10712, Dull pain, Deep pain,1.0
10713, Dull pain, Chest pain on breathing,1.0
10714, Dull pain, Blurred vision,1.0
10715, Dull pain, Pain in elbow,1.0
10716, Dull pain, Growing pains,1.0
10717, Dull pain, Shooting pain,1.0
10718, Dull pain, head pressure,1.0
10719, Dull pain, Rales,1.0
10720, Dull pain, leg numbness,1.0
10721, Dull pain, Toothache,1.0
10722, Dull pain, Pain in lower limb,1.0
10723, Dull pain, Earache,3.0
10724, Dull pain, Prickling sensation,1.0
10725, Dull pain, Abnormal sensation,1.0
10726, Dull pain, Posterior rhinorrhea,1.0
10727, Dull pain, slight fever,1.0
10728, Dull pain, Burning tongue,2.0
10729, Dull pain, Very mild pain,1.0
10730, Dull pain, Facial Pain,1.0
10731, Dull pain, Roaring in ear,1.0
10732, Dull pain, Aural pressure,1.0
10733, Dull pain, Ankle pain,1.0
10734, Dull pain, Spasmodic movement,1.0
10735, Dull pain, Neuralgia,2.0
10736, Dull pain, Muscular fasciculation,2.0
10737, Dull pain, electric shock sensation,1.0
10738, Dull pain, Glossalgia,2.0
10739, Dull pain, Pain in calf,1.0
10740, Dull pain, signs and symptoms of ill-defined conditions,1.0
10741, Dull pain, muscle cramps in the calf,1.0
10742, Rectal pain, Acute onset pain,1.0
10743, Rectal pain, discomfort rectal,1.0
10744, Rectal pain, pain aggravated,1.0
10745, Skin-ache syndrome, Skin tenderness,1.0
10746, Skin-ache syndrome, Thick skin,1.0
10747, Feeling strange, Lightheadedness,1.0
10748, Feeling strange, Arm Pain,1.0
10749, Feeling strange, Numbness,2.0
10750, Feeling strange, Feeling tired,1.0
10751, Feeling strange, Hangover from any Alcohol or Other Drugs substance,1.0
10752, Feeling strange, Knee pain,1.0
10753, Feeling strange, Sighing respiration,1.0
10754, Feeling strange, pain in,1.0
10755, Feeling strange, Nightmares,1.0
10756, Feeling strange, Agitation,1.0
10757, Feeling strange, severe back pain,1.0
10758, Feeling strange, Sciatica,1.0
10759, Feeling strange, Abnormal sensation,1.0
10760, Feeling strange, Pain in right leg,1.0
10761, Feeling strange, sinus pressure,1.0
10762, Feeling strange, stomach burning sensation of,1.0
10763, Feeling strange, Numbness of foot,1.0
10764, Feeling strange, Breast tenderness,1.0
10765, Kidney problem, Renal pain,1.0
10766, Kidney problem, Excruciating pain,1.0
10767, Kidney problem, Difficulty sleeping,1.0
10768, Kidney problem, Night sweats,1.0
10769, Kidney problem, Nightmares,1.0
10770, Kidney problem, Earache,1.0
10771, Kidney problem, Spasmodic movement,1.0
10772, Kidney problem, Throat symptom,1.0
10773, digestive problem, Neck Pain,1.0
10774, digestive problem, Night sweats,1.0
10775, digestive problem, pain with eating,1.0
10776, digestive problem, Stiffness,1.0
10777, digestive problem, bloated feeling,1.0
10778, digestive problem, Nightmares,1.0
10779, digestive problem, tingling in fingers,1.0
10780, digestive problem, leg numbness,1.0
10781, digestive problem, Sciatica,1.0
10782, digestive problem, Memory Loss,1.0
10783, digestive problem, Pain in wrist,1.0
10784, Muscular stiffness, Lightheadedness,1.0
10785, Muscular stiffness, Excruciating pain,1.0
10786, Muscular stiffness, genital pain,1.0
10787, Muscular stiffness, gas in stomach,1.0
10788, Muscular stiffness, Neck Pain,10.0
10789, Muscular stiffness, Pain| Burning,1.0
10790, Muscular stiffness, rundown,1.0
10791, Muscular stiffness, Arm Pain,2.0
10792, Muscular stiffness, Numbness,11.0
10793, Muscular stiffness, Flare,4.0
10794, Muscular stiffness, Pain in forearm,1.0
10795, Muscular stiffness, Knee pain,2.0
10796, Muscular stiffness, Stiffness,9.0
10797, Muscular stiffness, Blackout - symptom,1.0
10798, Muscular stiffness, Chronic pain,1.0
10799, Muscular stiffness, Night pain,1.0
10800, Muscular stiffness, Trembling,2.0
10801, Muscular stiffness, Eye pain,1.0
10802, Muscular stiffness, Pain in elbow,3.0
10803, Muscular stiffness, Pain| Referred,2.0
10804, Muscular stiffness, bitter taste,1.0
10805, Muscular stiffness, Thigh pain,1.0
10806, Muscular stiffness, Agitation,2.0
10807, Muscular stiffness, Shooting pain,1.0
10808, Muscular stiffness, Edema of foot,2.0
10809, Muscular stiffness, head pressure,1.0
10810, Muscular stiffness, Rales,3.0
10811, Muscular stiffness, leg numbness,2.0
10812, Muscular stiffness, Toothache,1.0
10813, Muscular stiffness, Joint swelling,1.0
10814, Muscular stiffness, Hand pain,2.0
10815, Muscular stiffness, Pain in lower limb,3.0
10816, Muscular stiffness, Sciatica,4.0
10817, Muscular stiffness, Foot pain,2.0
10818, Muscular stiffness, Digestive symptom,1.0
10819, Muscular stiffness, Earache,1.0
10820, Muscular stiffness, Pain in limb| lower leg,1.0
10821, Muscular stiffness, Pain in right leg,2.0
10822, Muscular stiffness, Equilibration disorder,1.0
10823, Muscular stiffness, sinus pressure,1.0
10824, Muscular stiffness, Ankle pain,1.0
10825, Muscular stiffness, Spasmodic movement,1.0
10826, Muscular stiffness, Paresthesia of hand,1.0
10827, Muscular stiffness, Shoulder stiff,1.0
10828, Muscular stiffness, Memory Loss,2.0
10829, Muscular stiffness, Pain in left knee,1.0
10830, Muscular stiffness, Pain in right hand,1.0
10831, Muscular stiffness, Pain in wrist,2.0
10832, Muscular stiffness, Muscular fasciculation,1.0
10833, Muscular stiffness, Muscle Rigidity,3.0
10834, Muscular stiffness, Forgetful,1.0
10835, Muscular stiffness, stomach burning sensation of,1.0
10836, Muscular stiffness, Pharyngeal dryness,1.0
10837, Muscular stiffness, Cervical Dystonia,1.0
10838, Muscular stiffness, Generalized muscle weakness,1.0
10839, Muscular stiffness, Stiff back,1.0
10840, Muscular stiffness, electric shock sensation,2.0
10841, Muscular stiffness, Thick skin,1.0
10842, Muscular stiffness, Posterior Cervical Pain,1.0
10843, Muscular stiffness, EYE TENDERNESS,1.0
10844, Muscular stiffness, Infantile Colic,1.0
10845, Muscular stiffness, Pain in finger,3.0
10846, Muscular stiffness, Upper Extremity Paresis,1.0
10847, Renal pain, Neck Pain,1.0
10848, Renal pain, Numbness,2.0
10849, Renal pain, Flare,1.0
10850, Renal pain, Pounding heart,1.0
10851, Renal pain, Blurred vision,1.0
10852, Renal pain, Shooting pain,1.0
10853, Renal pain, Paresthesia of hand,1.0
10854, Renal pain, Redness of face,3.0
10855, Renal pain, Oral pain,1.0
10856, Renal pain, Muscular fasciculation,1.0
10857, Renal pain, Jaw pain,1.0
10858, Renal pain, Neurologic Symptoms,1.0
10859, Renal pain, Pins and needles,1.0
10860, Renal pain, Bladder pain,2.0
10861, Renal pain, Neck swelling,1.0
10862, light bleeding between periods, feeling dizzy,1.0
10863, light bleeding between periods, back pain mid back,1.0
10864, Dysuria, Urethral discharge,1.0
10865, Dysuria, Throbbing pain,1.0
10866, Dysuria, Pain| Burning,1.0
10867, Dysuria, Fever with chills,1.0
10868, Dysuria, Painful penile erection,1.0
10869, Dysuria, Pain in urethra,2.0
10870, Dysuria, Pain in the coccyx,1.0
10871, Dysuria, Nightmares,1.0
10872, Dysuria, Deep pain,1.0
10873, Dysuria, Pharyngeal dryness,1.0
10874, Urethral discharge, Scalding pain on urination,1.0
10875, Palpitations - fluttering, Lightheadedness,1.0
10876, Palpitations - fluttering, Night sweats,1.0
10877, Palpitations - fluttering, Chronic pain,1.0
10878, Palpitations - fluttering, Gasping for breath,1.0
10879, Palpitations - fluttering, Nightmares,1.0
10880, Palpitations - fluttering, Trembling,1.0
10881, Palpitations - fluttering, head pressure,1.0
10882, Palpitations - fluttering, Wheezing,1.0
10883, Palpitations - fluttering, Redness of eye,1.0
10884, Palpitations - fluttering, Hemoptysis,1.0
10885, Lightheadedness, Neck Pain,5.0
10886, Lightheadedness, Numbness,3.0
10887, Lightheadedness, Upper chest pain,1.0
10888, Lightheadedness, sharp chest pain,1.0
10889, Lightheadedness, Difficulty sleeping,1.0
10890, Lightheadedness, Unspecified visual loss,1.0
10891, Lightheadedness, Hangover from any Alcohol or Other Drugs substance,1.0
10892, Lightheadedness, Stiffness,1.0
10893, Lightheadedness, Blackout - symptom,2.0
10894, Lightheadedness, feeling dizzy,1.0
10895, Lightheadedness, bloated feeling,1.0
10896, Lightheadedness, Chronic pain,2.0
10897, Lightheadedness, out,1.0
10898, Lightheadedness, Gasping for breath,1.0
10899, Lightheadedness, Nightmares,2.0
10900, Lightheadedness, Imbalance,1.0
10901, Lightheadedness, Pounding heart,1.0
10902, Lightheadedness, Retching,1.0
10903, Lightheadedness, Frontal headache,1.0
10904, Lightheadedness, Trembling,1.0
10905, Lightheadedness, Blurred vision,4.0
10906, Lightheadedness, worse headaches,1.0
10907, Lightheadedness, Fatigue - symptom,1.0
10908, Lightheadedness, Radiating pain,1.0
10909, Lightheadedness, Agitation,2.0
10910, Lightheadedness, Shooting pain,1.0
10911, Lightheadedness, head pressure,5.0
10912, Lightheadedness, Rales,1.0
10913, Lightheadedness, Feeling feverish,1.0
10914, Lightheadedness, Muscle Weakness,1.0
10915, Lightheadedness, Pain in lower limb,2.0
10916, Lightheadedness, Withdrawal Symptoms,3.0
10917, Lightheadedness, Photophobia,1.0
10918, Lightheadedness, Earache,1.0
10919, Lightheadedness, Posterior rhinorrhea,1.0
10920, Lightheadedness, Feeling despair,1.0
10921, Lightheadedness, Felt faint,1.0
10922, Lightheadedness, ear popping,1.0
10923, Lightheadedness, Facial Pain,1.0
10924, Lightheadedness, unable to focus,2.0
10925, Lightheadedness, sinus pressure,2.0
10926, Lightheadedness, Productive cough,1.0
10927, Lightheadedness, clogged ear,1.0
10928, Lightheadedness, Hemoptysis,3.0
10929, Lightheadedness, Leg cramps,1.0
10930, Lightheadedness, Dry cough,2.0
10931, Lightheadedness, Unbearable Pain,1.0
10932, Lightheadedness, impending doom,1.0
10933, Lightheadedness, Sinus pain,1.0
10934, Lightheadedness, Feeling of loss of feeling,1.0
10935, Lightheadedness, Spots on skin,1.0
10936, Lightheadedness, Pain| Postoperative,1.0
10937, Lightheadedness, Muscular fasciculation,2.0
10938, Lightheadedness, Forgetful,3.0
10939, Lightheadedness, exercise induced,1.0
10940, Lightheadedness, Generalized fatigue,1.0
10941, Lightheadedness, Stiff back,1.0
10942, Lightheadedness, Taste| Metallic,1.0
10943, Lightheadedness, Thirsty,4.0
10944, Lightheadedness, Neck swelling,1.0
10945, Lightheadedness, Death anxiety,1.0
10946, Excruciating pain, genital pain,1.0
10947, Excruciating pain, Menopausal discomfort,1.0
10948, Excruciating pain, Acute onset pain,1.0
10949, Excruciating pain, Numbness,1.0
10950, Excruciating pain, Change in voice,1.0
10951, Excruciating pain, Knee pain,1.0
10952, Excruciating pain, Chronic pain,2.0
10953, Excruciating pain, Nightmares,1.0
10954, Excruciating pain, Hip pain,1.0
10955, Excruciating pain, Pain in elbow,2.0
10956, Excruciating pain, Thigh pain,1.0
10957, Excruciating pain, Agitation,3.0
10958, Excruciating pain, Toothache,1.0
10959, Excruciating pain, Cachexia,1.0
10960, Excruciating pain, Hand pain,2.0
10961, Excruciating pain, Pain in lower limb,2.0
10962, Excruciating pain, Sciatica,1.0
10963, Excruciating pain, Foot pain,1.0
10964, Excruciating pain, Earache,1.0
10965, Excruciating pain, Facial Pain,1.0
10966, Excruciating pain, Paresthesia of hand,2.0
10967, Excruciating pain, Paresis,2.0
10968, Excruciating pain, headache persistent,2.0
10969, Excruciating pain, Burning sensation of leg,2.0
10970, Excruciating pain, Clumsiness,2.0
10971, Excruciating pain, Altered sensation of skin,2.0
10972, Excruciating pain, Forgetful,1.0
10973, Excruciating pain, Total body pain syndrome,1.0
10974, Excruciating pain, Taste| Metallic,1.0
10975, Excruciating pain, Bladder pain,1.0
10976, genital pain, Menopausal discomfort,1.0
10977, genital pain, Difficulty passing urine,1.0
10978, Menopausal discomfort, Dryness of eye,1.0
10979, Lip swelling, Welts,1.0
10980, Lip swelling, pruritus of both hands,1.0
10981, gas in stomach, Neck Pain,1.0
10982, gas in stomach, Numbness,1.0
10983, gas in stomach, Sciatica,1.0
10984, gas in stomach, Abdominal wind pain,1.0
10985, gas in stomach, stomach burning sensation of,1.0
10986, gas in stomach, electric shock sensation,1.0
10987, Neck Pain, Cold sweat,2.0
10988, Neck Pain, Throbbing pain,2.0
10989, Neck Pain, Pain| Burning,1.0
10990, Neck Pain, Acute onset pain,1.0
10991, Neck Pain, Arm Pain,6.0
10992, Neck Pain, Numbness,12.0
10993, Neck Pain, Flare,1.0
10994, Neck Pain, sick to stomach,1.0
10995, Neck Pain, Change in voice,1.0
10996, Neck Pain, Pain in forearm,1.0
10997, Neck Pain, Night sweats,2.0
10998, Neck Pain, Stiffness,2.0
10999, Neck Pain, Blackout - symptom,1.0
11000, Neck Pain, feeling dizzy,1.0
11001, Neck Pain, pain in,1.0
11002, Neck Pain, Chronic pain,3.0
11003, Neck Pain, out,1.0
11004, Neck Pain, Nightmares,1.0
11005, Neck Pain, tingling in fingers,1.0
11006, Neck Pain, Pain in left arm,1.0
11007, Neck Pain, Night pain,1.0
11008, Neck Pain, Chest pain on breathing,1.0
11009, Neck Pain, Frontal headache,1.0
11010, Neck Pain, Trembling,1.0
11011, Neck Pain, Blurred vision,2.0
11012, Neck Pain, Eye pain,3.0
11013, Neck Pain, Radiating pain,1.0
11014, Neck Pain, Pain| Referred,2.0
11015, Neck Pain, Thigh pain,1.0
11016, Neck Pain, Agitation,2.0
11017, Neck Pain, head pressure,1.0
11018, Neck Pain, Rales,4.0
11019, Neck Pain, leg numbness,2.0
11020, Neck Pain, Inguinal mass,1.0
11021, Neck Pain, Symptom Flare Up,2.0
11022, Neck Pain, Hand pain,1.0
11023, Neck Pain, sore feet,1.0
11024, Neck Pain, Pain in lower limb,2.0
11025, Neck Pain, Photophobia,2.0
11026, Neck Pain, Sciatica,1.0
11027, Neck Pain, Scapulalgia,1.0
11028, Neck Pain, Earache,3.0
11029, Neck Pain, Abnormal sensation,1.0
11030, Neck Pain, Pain in right leg,1.0
11031, Neck Pain, Rib pain,1.0
11032, Neck Pain, Facial Pain,1.0
11033, Neck Pain, Sore eye,2.0
11034, Neck Pain, Cold intolerance,2.0
11035, Neck Pain, Spasmodic movement,1.0
11036, Neck Pain, Paresthesia of hand,1.0
11037, Neck Pain, Leg cramps,1.0
11038, Neck Pain, Neuralgia,1.0
11039, Neck Pain, Pruritus of scalp,1.0
11040, Neck Pain, Chronic vertigo,1.0
11041, Neck Pain, pain during injection,1.0
11042, Neck Pain, Sinus pain,1.0
11043, Neck Pain, Memory Loss,2.0
11044, Neck Pain, Muscular fasciculation,3.0
11045, Neck Pain, Jaw pain,2.0
11046, Neck Pain, Grunting respiration,1.0
11047, Neck Pain, stomach burning sensation of,1.0
11048, Neck Pain, Numbness of foot,2.0
11049, Neck Pain, Cervical Dystonia,3.0
11050, Neck Pain, Dystonia,1.0
11051, Neck Pain, Total body pain syndrome,1.0
11052, Neck Pain, Generalized muscle weakness,1.0
11053, Neck Pain, Cardiac pain,1.0
11054, Neck Pain, Myotonus,1.0
11055, Neck Pain, electric shock sensation,1.0
11056, Neck Pain, Pain of lymph node,1.0
11057, Neck Pain, Flank Pain,1.0
11058, Neck Pain, Pain in spine,1.0
11059, Neck Pain, Pain in right arm,1.0
11060, Neck Pain, Numbness of face,1.0
11061, Neck Pain, painful rt shoulder,1.0
11062, Neck Pain, Neck swelling,3.0
11063, Neck Pain, Upper Extremity Paresis,1.0
11064, Cold sweat, Arm Pain,1.0
11065, Cold sweat, Numbness,1.0
11066, Cold sweat, sick to stomach,1.0
11067, Cold sweat, Night sweats,1.0
11068, Cold sweat, Hangover from any Alcohol or Other Drugs substance,2.0
11069, Cold sweat, Nightmares,1.0
11070, Cold sweat, Agitation,2.0
11071, Cold sweat, Edema of foot,1.0
11072, Cold sweat, Toothache,1.0
11073, Cold sweat, Photophobia,1.0
11074, Cold sweat, Pruritus of scalp,1.0
11075, Cold sweat, Hunger pain,1.0
11076, Cold sweat, Jaw pain,2.0
11077, Cold sweat, Feeling Cold,1.0
11078, Throbbing pain, Pain| Burning,1.0
11079, Throbbing pain, Arm Pain,1.0
11080, Throbbing pain, Pain in urethra,1.0
11081, Throbbing pain, sick to stomach,1.0
11082, Throbbing pain, Knee pain,1.0
11083, Throbbing pain, Nightmares,1.0
11084, Throbbing pain, Pain in left arm,1.0
11085, Throbbing pain, Photophobia,1.0
11086, Throbbing pain, Equilibration disorder,1.0
11087, Throbbing pain, Facial Pain,1.0
11088, Throbbing pain, Ankle pain,1.0
11089, Throbbing pain, Depressive Symptoms,1.0
11090, Throbbing pain, Knee stiff,1.0
11091, Throbbing pain, Jaw pain,1.0
11092, Throbbing pain, Pain of lymph node,1.0
11093, Throbbing pain, Throbbing Headache,1.0
11094, Perineal pain, Pain| Burning,1.0
11095, Perineal pain, Scalding pain on urination,1.0
11096, Perineal pain, rundown,1.0
11097, Perineal pain, Inguinal pain,1.0
11098, Pain| Burning, Scalding pain on urination,1.0
11099, Pain| Burning, Arm Pain,1.0
11100, Pain| Burning, Numbness,2.0
11101, Pain| Burning, Wound pain,1.0
11102, Pain| Burning, Knee pain,2.0
11103, Pain| Burning, Stiffness,1.0
11104, Pain| Burning, Sighing respiration,1.0
11105, Pain| Burning, Blackout - symptom,1.0
11106, Pain| Burning, feeling dizzy,1.0
11107, Pain| Burning, Chronic pain,1.0
11108, Pain| Burning, Dryness of eye,1.0
11109, Pain| Burning, Deep pain,1.0
11110, Pain| Burning, Burning lips,1.0
11111, Pain| Burning, Night pain,1.0
11112, Pain| Burning, Thigh pain,1.0
11113, Pain| Burning, Edema of foot,1.0
11114, Pain| Burning, Welts,1.0
11115, Pain| Burning, Toothache,1.0
11116, Pain| Burning, Pain in lower limb,2.0
11117, Pain| Burning, Sciatica,1.0
11118, Pain| Burning, Earache,1.0
11119, Pain| Burning, Prickling sensation,1.0
11120, Pain| Burning, Posterior rhinorrhea,1.0
11121, Pain| Burning, Burning tongue,1.0
11122, Pain| Burning, Facial Pain,2.0
11123, Pain| Burning, sinus pressure,1.0
11124, Pain| Burning, Spasmodic movement,1.0
11125, Pain| Burning, Neuralgia,2.0
11126, Pain| Burning, Knee stiff,1.0
11127, Pain| Burning, Feeling Cold,1.0
11128, Pain| Burning, Pain in spine,1.0
11129, Pain| Burning, Glossalgia,1.0
11130, Pain| Burning, signs and symptoms of ill-defined conditions,1.0
11131, Scalding pain on urination, rundown,1.0
11132, Scalding pain on urination, Deep pain,1.0
11133, Scalding pain on urination, Feeling nervous,1.0
11134, Scalding pain on urination, Muscular fasciculation,1.0
11135, Scalding pain on urination, signs and symptoms of ill-defined conditions,1.0
11136, circulation problem, Muscular fasciculation,1.0
11137, circulation problem, finger contraction,1.0
11138, rundown, Inguinal pain,1.0
11139, rundown, Burning sensation of skin,1.0
11140, rundown, Nightmares,1.0
11141, rundown, Feeling nervous,1.0
11142, rundown, Agitation,1.0
11143, rundown, Shooting pain,1.0
11144, rundown, Buzzing in ear,1.0
11145, rundown, Rales,1.0
11146, rundown, Digestive symptom,1.0
11147, rundown, ear popping,1.0
11148, rundown, Discharge from eye,1.0
11149, rundown, Dry cough,1.0
11150, rundown, Depressive Symptoms,1.0
11151, Acute onset pain, Dull chest pain,1.0
11152, Acute onset pain, Pain in the coccyx,1.0
11153, Acute onset pain, Chronic pain,2.0
11154, Acute onset pain, Intermittent pain,1.0
11155, Acute onset pain, Shooting pain,1.0
11156, Acute onset pain, Sciatica,1.0
11157, Acute onset pain, Foot pain,1.0
11158, Acute onset pain, Pain of skin,1.0
11159, Acute onset pain, Muscular fasciculation,1.0
11160, Acute onset pain, pain aggravated,1.0
11161, Acute onset pain, painful rt shoulder,1.0
11162, Dull chest pain, Numbness,1.0
11163, Dull chest pain, Chest wall pain,1.0
11164, Arm Pain, Numbness,5.0
11165, Arm Pain, Flare,1.0
11166, Arm Pain, sick to stomach,1.0
11167, Arm Pain, Pain in forearm,1.0
11168, Arm Pain, Night sweats,1.0
11169, Arm Pain, Gurgling,1.0
11170, Arm Pain, Feeling tired,2.0
11171, Arm Pain, Knee pain,1.0
11172, Arm Pain, Stiffness,1.0
11173, Arm Pain, Chronic pain,1.0
11174, Arm Pain, Pain in left arm,3.0
11175, Arm Pain, Night pain,1.0
11176, Arm Pain, Blurred vision,1.0
11177, Arm Pain, Hip pain,1.0
11178, Arm Pain, Pain in elbow,1.0
11179, Arm Pain, Paraneoplastic Opsoclonus Ataxia,1.0
11180, Arm Pain, Growing pains,2.0
11181, Arm Pain, Twitching eye,1.0
11182, Arm Pain, leg numbness,1.0
11183, Arm Pain, severe back pain,1.0
11184, Arm Pain, Hand pain,1.0
11185, Arm Pain, Pain in lower limb,5.0
11186, Arm Pain, Foot pain,2.0
11187, Arm Pain, Earache,1.0
11188, Arm Pain, Abnormal sensation,1.0
11189, Arm Pain, sinus pressure,1.0
11190, Arm Pain, Cold intolerance,1.0
11191, Arm Pain, Severe vertigo,1.0
11192, Arm Pain, Memory Loss,1.0
11193, Arm Pain, Pain in wrist,1.0
11194, Arm Pain, Jaw pain,3.0
11195, Arm Pain, stomach burning sensation of,1.0
11196, Arm Pain, Numbness of foot,1.0
11197, Arm Pain, Abnormal coordination,1.0
11198, Arm Pain, Elbow joint pain,1.0
11199, Arm Pain, Pain in right arm,1.0
11200, Arm Pain, Upper Extremity Paresis,1.0
11201, Fever with chills, Painful penile erection,1.0
11202, Numbness, Flare,1.0
11203, Numbness, Pain in bilateral legs,1.0
11204, Numbness, Inguinal pain,1.0
11205, Numbness, Chest wall pain,1.0
11206, Numbness, Cardiovascular symptoms,2.0
11207, Numbness, Pain in forearm,2.0
11208, Numbness, Night sweats,1.0
11209, Numbness, Knee pain,1.0
11210, Numbness, Stiffness,3.0
11211, Numbness, Blackout - symptom,1.0
11212, Numbness, Chronic pain,5.0
11213, Numbness, out,1.0
11214, Numbness, Gasping for breath,2.0
11215, Numbness, Nightmares,1.0
11216, Numbness, Dryness of eye,2.0
11217, Numbness, tingling in fingers,2.0
11218, Numbness, Night pain,2.0
11219, Numbness, Nausea and vomiting,2.0
11220, Numbness, Trembling,2.0
11221, Numbness, Blurred vision,5.0
11222, Numbness, Intermittent pain,1.0
11223, Numbness, Eye swelling,1.0
11224, Numbness, Hip pain,2.0
11225, Numbness, Eye pain,2.0
11226, Numbness, Pain in elbow,1.0
11227, Numbness, Pain| Referred,1.0
11228, Numbness, Bone pain,2.0
11229, Numbness, Shooting pain,4.0
11230, Numbness, Edema of foot,1.0
11231, Numbness, head pressure,2.0
11232, Numbness, leg numbness,4.0
11233, Numbness, Toothache,2.0
11234, Numbness, pricking of skin,1.0
11235, Numbness, Cachexia,2.0
11236, Numbness, severe back pain,5.0
11237, Numbness, Symptom Flare Up,1.0
11238, Numbness, Hand pain,1.0
11239, Numbness, Increased sweating,1.0
11240, Numbness, Muscle Weakness,1.0
11241, Numbness, Pain in lower limb,7.0
11242, Numbness, Photophobia,3.0
11243, Numbness, Sciatica,6.0
11244, Numbness, Foot pain,4.0
11245, Numbness, Digestive symptom,1.0
11246, Numbness, Body Temperature Changes,1.0
11247, Numbness, Earache,1.0
11248, Numbness, Halitosis,1.0
11249, Numbness, Pain in right leg,1.0
11250, Numbness, Equilibration disorder,1.0
11251, Numbness, Wheezing,1.0
11252, Numbness, Facial Pain,3.0
11253, Numbness, Joint tenderness,1.0
11254, Numbness, Ankle pain,1.0
11255, Numbness, Spasmodic movement,3.0
11256, Numbness, Paresthesia of hand,3.0
11257, Numbness, Leg cramps,2.0
11258, Numbness, sitting pain,1.0
11259, Numbness, Burning feet,5.0
11260, Numbness, Redness of face,2.0
11261, Numbness, Neuralgia,1.0
11262, Numbness, Feeling of loss of feeling,1.0
11263, Numbness, laziness,1.0
11264, Numbness, Memory Loss,2.0
11265, Numbness, Oral pain,1.0
11266, Numbness, Pain in wrist,1.0
11267, Numbness, Joint stiffness,1.0
11268, Numbness, Muscular fasciculation,8.0
11269, Numbness, Jaw pain,7.0
11270, Numbness, Muscle Rigidity,1.0
11271, Numbness, Congestion of nasal sinus,1.0
11272, Numbness, neurological pain,1.0
11273, Numbness, mouth swelling,1.0
11274, Numbness, recurrent muscle twitches,1.0
11275, Numbness, Forgetful,3.0
11276, Numbness, Urine looks dark,1.0
11277, Numbness, Bloodshot eye,1.0
11278, Numbness, stomach burning sensation of,1.0
11279, Numbness, Numbness of foot,5.0
11280, Numbness, tingling tongue,1.0
11281, Numbness, Myoclonus,2.0
11282, Numbness, Knee locking,1.0
11283, Numbness, Total body pain syndrome,1.0
11284, Numbness, Neurologic Symptoms,1.0
11285, Numbness, floppy,1.0
11286, Numbness, Muscle Spasticity,1.0
11287, Numbness, Tingling of skin,1.0
11288, Numbness, Visual disturbance,1.0
11289, Numbness, Flasher - visual manifestation,1.0
11290, Numbness, General symptom,1.0
11291, Numbness, Cardiac pain,1.0
11292, Numbness, Stiff back,1.0
11293, Numbness, Taste| Metallic,3.0
11294, Numbness, Pins and needles,1.0
