Postnumber, Diseaseid, DiseaseName3, 'C0032064', 'Plague');
8, 'C0036916', 'Sexually Transmitted Diseases');
37142, 'C0011849', 'Diabetes Mellitus');
37148, 'C0017162', 'Gastroenteritis| Transmissible| of Swine');
37149, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
37151, 'C0011849', 'Diabetes Mellitus');
37154, 'C0010380', 'Croup');
37156, 'C0011849', 'Diabetes Mellitus');
37157, 'C0011849', 'Diabetes Mellitus');
37159, 'C0011849', 'Diabetes Mellitus');
37163, 'C0011849', 'Diabetes Mellitus');
37164, 'C0011849', 'Diabetes Mellitus');
37165, 'C0011860', 'Diabetes Mellitus| Non-Insulin-Dependent');
37167, 'C0011849', 'Diabetes Mellitus');
37172, 'C0011860', 'Diabetes Mellitus| Non-Insulin-Dependent');
37173, 'C0011849', 'Diabetes Mellitus');
37175, 'C0011849', 'Diabetes Mellitus');
37176, 'C0011849', 'Diabetes Mellitus');
37177, 'C0011849', 'Diabetes Mellitus');
37178, 'C0011849', 'Diabetes Mellitus');
37193, 'C0011849', 'Diabetes Mellitus');
37194, 'C0011847', 'Diabetes');
37198, 'C3250443', 'MYOTONIC DYSTROPHY 1');
37200, 'C0011849', 'Diabetes Mellitus');
37205, 'C0011849', 'Diabetes Mellitus');
37206, 'C0011847', 'Diabetes');
37211, 'C0011849', 'Diabetes Mellitus');
37212, 'C0011849', 'Diabetes Mellitus');
37215, 'C0238990', 'Acute lower respiratory tract infection');
37219, 'C3250443', 'MYOTONIC DYSTROPHY 1');
37220, 'C0423086', 'Staring');
37221, 'C0009443', 'Common Cold');
37227, 'C0011849', 'Diabetes Mellitus');
37231, 'C0011849', 'Diabetes Mellitus');
37238, 'C0011849', 'Diabetes Mellitus');
37240, 'C0011849', 'Diabetes Mellitus');
37245, 'C0011849', 'Diabetes Mellitus');
37246, 'C0011860', 'Diabetes Mellitus| Non-Insulin-Dependent');
37249, 'C0011849', 'Diabetes Mellitus');
37250, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
37256, 'C0011849', 'Diabetes Mellitus');
37259, 'C0011849', 'Diabetes Mellitus');
37263, 'C0011849', 'Diabetes Mellitus');
37270, 'C0003123', 'Anorexia');
37271, 'C0011849', 'Diabetes Mellitus');
37272, 'C0011849', 'Diabetes Mellitus');
37273, 'C0011849', 'Diabetes Mellitus');
37275, 'C0011849', 'Diabetes Mellitus');
37277, 'C0011849', 'Diabetes Mellitus');
37280, 'C0011849', 'Diabetes Mellitus');
37281, 'C1868649', 'PANIC DISORDER 1');
37283, 'C0011849', 'Diabetes Mellitus');
37285, 'C0011849', 'Diabetes Mellitus');
37286, 'C0011849', 'Diabetes Mellitus');
37287, 'C0011849', 'Diabetes Mellitus');
37289, 'C0011860', 'Diabetes Mellitus| Non-Insulin-Dependent');
37292, 'C0020615', 'Hypoglycemia');
37293, 'C0011849', 'Diabetes Mellitus');
37294, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
37295, 'C0011849', 'Diabetes Mellitus');
37299, 'C0011849', 'Diabetes Mellitus');
37301, 'C0011849', 'Diabetes Mellitus');
37303, 'C0011849', 'Diabetes Mellitus');
37310, 'C0014175', 'Endometriosis');
37311, 'C0011849', 'Diabetes Mellitus');
37312, 'C0033046', 'Premenstrual syndrome');
37316, 'C0011849', 'Diabetes Mellitus');
37317, 'C0014175', 'Endometriosis');
37318, 'C0020624', 'Hypomenorrhea');
37321, 'C0011849', 'Diabetes Mellitus');
37325, 'C0004096', 'Asthma');
37337, 'C0022638', 'Ketosis');
37344, 'C0011849', 'Diabetes Mellitus');
37360, 'C0006277', 'Bronchitis');
37371, 'C0014175', 'Endometriosis');
37382, 'C0242073', 'Pulmonary congestion');
37396, 'C0011849', 'Diabetes Mellitus');
37404, 'C0011849', 'Diabetes Mellitus');
37406, 'C0011849', 'Diabetes Mellitus');
37412, 'C0002170', 'Alopecia');
37416, 'C0011849', 'Diabetes Mellitus');
37421, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
37424, 'C0011849', 'Diabetes Mellitus');
37426, 'C0011860', 'Diabetes Mellitus| Non-Insulin-Dependent');
37427, 'C0011849', 'Diabetes Mellitus');
37429, 'C0011849', 'Diabetes Mellitus');
37430, 'C0041912', 'Upper Respiratory Infections');
37432, 'C0011849', 'Diabetes Mellitus');
37433, 'C0011849', 'Diabetes Mellitus');
37437, 'C0011849', 'Diabetes Mellitus');
37442, 'C0011849', 'Diabetes Mellitus');
37443, 'C0011849', 'Diabetes Mellitus');
37451, 'C0011849', 'Diabetes Mellitus');
37459, 'C0011849', 'Diabetes Mellitus');
37461, 'C0011849', 'Diabetes Mellitus');
37464, 'C0031350', 'Pharyngitis');
37472, 'C0002871', 'Anemia');
37475, 'C0031350', 'Pharyngitis');
37479, 'C0014175', 'Endometriosis');
37483, 'C0036916', 'Sexually Transmitted Diseases');
37504, 'C0011849', 'Diabetes Mellitus');
37507, 'C0001144', 'Acne Vulgaris');
37515, 'C0004096', 'Asthma');
37516, 'C0020624', 'Hypomenorrhea');
37517, 'C0011849', 'Diabetes Mellitus');
37526, 'C0004135', 'Ataxia Telangiectasia');
37529, 'C0011849', 'Diabetes Mellitus');
37532, 'C0011849', 'Diabetes Mellitus');
37534, 'C0011849', 'Diabetes Mellitus');
37535, 'C0011849', 'Diabetes Mellitus');
37537, 'C0011849', 'Diabetes Mellitus');
37538, 'C0011849', 'Diabetes Mellitus');
37539, 'C0011849', 'Diabetes Mellitus');
37541, 'C0011849', 'Diabetes Mellitus');
37542, 'C0011849', 'Diabetes Mellitus');
37545, 'C0011847', 'Diabetes');
37547, 'C1969653', 'MUNGAN SYNDROME');
37548, 'C0011849', 'Diabetes Mellitus');
37555, 'C0011849', 'Diabetes Mellitus');
37559, 'C0011849', 'Diabetes Mellitus');
37560, 'C0011849', 'Diabetes Mellitus');
37565, 'C0011849', 'Diabetes Mellitus');
37566, 'C0041912', 'Upper Respiratory Infections');
37568, 'C0011849', 'Diabetes Mellitus');
37574, 'C0002170', 'Alopecia');
37576, 'C0011849', 'Diabetes Mellitus');
37582, 'C0006277', 'Bronchitis');
37584, 'C0011849', 'Diabetes Mellitus');
37587, 'C0011849', 'Diabetes Mellitus');
37591, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
37592, 'C0011849', 'Diabetes Mellitus');
37594, 'C0043167', 'Pertussis');
37598, 'C0272285', 'Heparin-induced thrombocytopenia');
37599, 'C0033046', 'Premenstrual syndrome');
37616, 'C0687720', 'Central Diabetes Insipidus');
37618, 'C0011849', 'Diabetes Mellitus');
37624, 'C0011849', 'Diabetes Mellitus');
37637, 'C0009443', 'Common Cold');
37643, 'C0020624', 'Hypomenorrhea');
37645, 'C0423086', 'Staring');
37666, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
37676, 'C0004096', 'Asthma');
37683, 'C0032460', 'Polycystic Ovary Syndrome');
37694, 'C0018418', 'Gynecomastia');
37695, 'C0002170', 'Alopecia');
37697, 'C0011849', 'Diabetes Mellitus');
37700, 'C0175697', 'Van der Woude syndrome');
37701, 'C0011849', 'Diabetes Mellitus');
37704, 'C0011849', 'Diabetes Mellitus');
37705, 'C0011849', 'Diabetes Mellitus');
37706, 'C0011847', 'Diabetes');
37710, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
37718, 'C0011849', 'Diabetes Mellitus');
37719, 'C0011849', 'Diabetes Mellitus');
37722, 'C0011849', 'Diabetes Mellitus');
37723, 'C0011849', 'Diabetes Mellitus');
37726, 'C0011849', 'Diabetes Mellitus');
37727, 'C0011849', 'Diabetes Mellitus');
37730, 'C0011849', 'Diabetes Mellitus');
37739, 'C0011849', 'Diabetes Mellitus');
37742, 'C0036689', 'Streptococcal sore throat');
37750, 'C3539909', 'Allergic disposition');
37753, 'C0006277', 'Bronchitis');
37768, 'C0011849', 'Diabetes Mellitus');
37769, 'C0011849', 'Diabetes Mellitus');
37771, 'C0011849', 'Diabetes Mellitus');
37772, 'C0011849', 'Diabetes Mellitus');
37774, 'C0011849', 'Diabetes Mellitus');
37776, 'C0011849', 'Diabetes Mellitus');
37777, 'C0011849', 'Diabetes Mellitus');
37781, 'C0011849', 'Diabetes Mellitus');
37782, 'C0032460', 'Polycystic Ovary Syndrome');
37784, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
37789, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
37792, 'C0042029', 'Urinary tract infection');
37800, 'C0011849', 'Diabetes Mellitus');
37807, 'C0011849', 'Diabetes Mellitus');
37817, 'C0011860', 'Diabetes Mellitus| Non-Insulin-Dependent');
37828, 'C0011849', 'Diabetes Mellitus');
37829, 'C0011849', 'Diabetes Mellitus');
37831, 'C0272285', 'Heparin-induced thrombocytopenia');
37837, 'C0011849', 'Diabetes Mellitus');
37838, 'C0011848', 'Diabetes Insipidus');
37839, 'C0011849', 'Diabetes Mellitus');
37840, 'C0011860', 'Diabetes Mellitus| Non-Insulin-Dependent');
37843, 'C0011849', 'Diabetes Mellitus');
37844, 'C0018790', 'Cardiac Arrest');
37846, 'C0747845', 'early pregnancy');
37853, 'C0001144', 'Acne Vulgaris');
37857, 'C0747919', 'pregnancy related');
37859, 'C0009443', 'Common Cold');
37860, 'C0032460', 'Polycystic Ovary Syndrome');
37862, 'C0030360', 'Papillon-Lefevre Disease');
37870, 'C0011849', 'Diabetes Mellitus');
37871, 'C0011849', 'Diabetes Mellitus');
37872, 'C0011849', 'Diabetes Mellitus');
37874, 'C0011849', 'Diabetes Mellitus');
37884, 'C0001144', 'Acne Vulgaris');
37888, 'C0011849', 'Diabetes Mellitus');
37889, 'C0011847', 'Diabetes');
37890, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
37899, 'C0006277', 'Bronchitis');
37901, 'C0041912', 'Upper Respiratory Infections');
37904, 'C0011849', 'Diabetes Mellitus');
37905, 'C0011849', 'Diabetes Mellitus');
37907, 'C0011168', 'Deglutition Disorders');
37913, 'C0032460', 'Polycystic Ovary Syndrome');
37916, 'C0011849', 'Diabetes Mellitus');
37918, 'C0011849', 'Diabetes Mellitus');
37922, 'C0011849', 'Diabetes Mellitus');
37924, 'C0011849', 'Diabetes Mellitus');
37925, 'C3714506', 'Meckel syndrome type 1');
37927, 'C0011849', 'Diabetes Mellitus');
37928, 'C0031350', 'Pharyngitis');
37936, 'C0231311', 'Jet Lag Syndrome');
37937, 'C0011849', 'Diabetes Mellitus');
37938, 'C0272285', 'Heparin-induced thrombocytopenia');
37947, 'C0242073', 'Pulmonary congestion');
37949, 'C0020538', 'Hypertensive disease');
37952, 'C0011849', 'Diabetes Mellitus');
37953, 'C0011849', 'Diabetes Mellitus');
37954, 'C0011860', 'Diabetes Mellitus| Non-Insulin-Dependent');
37955, 'C0011849', 'Diabetes Mellitus');
37956, 'C0004135', 'Ataxia Telangiectasia');
37957, 'C0011849', 'Diabetes Mellitus');
37958, 'C0006277', 'Bronchitis');
37961, 'C0242073', 'Pulmonary congestion');
37965, 'C0029927', 'Ovarian Cysts');
37974, 'C0011849', 'Diabetes Mellitus');
37975, 'C0011849', 'Diabetes Mellitus');
37989, 'C0011849', 'Diabetes Mellitus');
37991, 'C0011849', 'Diabetes Mellitus');
37995, 'C0011849', 'Diabetes Mellitus');
37999, 'C0011849', 'Diabetes Mellitus');
38009, 'C0012634', 'Disease');
38010, 'C0011860', 'Diabetes Mellitus| Non-Insulin-Dependent');
38017, 'C0272285', 'Heparin-induced thrombocytopenia');
38023, 'C0702166', 'Acne');
38030, 'C0011849', 'Diabetes Mellitus');
38046, 'C0011849', 'Diabetes Mellitus');
38048, 'C0020624', 'Hypomenorrhea');
38049, 'C0011849', 'Diabetes Mellitus');
38055, 'C3714506', 'Meckel syndrome type 1');
38059, 'C0041912', 'Upper Respiratory Infections');
38061, 'C0006277', 'Bronchitis');
38066, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
38069, 'C0011849', 'Diabetes Mellitus');
38070, 'C0019340', 'herpes');
38071, 'C0011860', 'Diabetes Mellitus| Non-Insulin-Dependent');
38077, 'C0011849', 'Diabetes Mellitus');
38081, 'C0011849', 'Diabetes Mellitus');
38095, 'C0011849', 'Diabetes Mellitus');
38097, 'C0009443', 'Common Cold');
38098, 'C0011849', 'Diabetes Mellitus');
38101, 'C0149725', 'Lower respiratory tract infection');
38102, 'C0041912', 'Upper Respiratory Infections');
38104, 'C0011849', 'Diabetes Mellitus');
38110, 'C0011849', 'Diabetes Mellitus');
38111, 'C0011849', 'Diabetes Mellitus');
38112, 'C0011849', 'Diabetes Mellitus');
38114, 'C0011849', 'Diabetes Mellitus');
38115, 'C0030360', 'Papillon-Lefevre Disease');
38116, 'C0011849', 'Diabetes Mellitus');
38118, 'C0011847', 'Diabetes');
38119, 'C0011849', 'Diabetes Mellitus');
38121, 'C0024117', 'Chronic Obstructive Airway Disease');
38131, 'C0006277', 'Bronchitis');
38135, 'C0700201', 'Dyssomnias');
38137, 'C0020624', 'Hypomenorrhea');
38138, 'C0041912', 'Upper Respiratory Infections');
38146, 'C0020624', 'Hypomenorrhea');
38151, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
38156, 'C0268621', 'Hepatic methionine adenosyltransferase deficiency');
38162, 'C0012634', 'Disease');
38168, 'C0003123', 'Anorexia');
38176, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
38181, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
38182, 'C0011847', 'Diabetes');
38187, 'C1969653', 'MUNGAN SYNDROME');
38191, 'C0011849', 'Diabetes Mellitus');
38192, 'C0011849', 'Diabetes Mellitus');
38193, 'C0011849', 'Diabetes Mellitus');
38194, 'C0011849', 'Diabetes Mellitus');
38195, 'C0011849', 'Diabetes Mellitus');
38199, 'C0011849', 'Diabetes Mellitus');
38204, 'C0024117', 'Chronic Obstructive Airway Disease');
38205, 'C0024117', 'Chronic Obstructive Airway Disease');
38210, 'C3714506', 'Meckel syndrome type 1');
38211, 'C0013182', 'Drug Allergy');
38216, 'C0024117', 'Chronic Obstructive Airway Disease');
38223, 'C0024586', 'Malignant Carcinoid Syndrome');
38228, 'C0917799', 'Hypersomnia');
38232, 'C0024117', 'Chronic Obstructive Airway Disease');
38233, 'C0272285', 'Heparin-induced thrombocytopenia');
38235, 'C0024117', 'Chronic Obstructive Airway Disease');
38237, 'C0024117', 'Chronic Obstructive Airway Disease');
38238, 'C0024117', 'Chronic Obstructive Airway Disease');
38240, 'C0024117', 'Chronic Obstructive Airway Disease');
38245, 'C0024117', 'Chronic Obstructive Airway Disease');
38247, 'C0011847', 'Diabetes');
38248, 'C0011849', 'Diabetes Mellitus');
38249, 'C0011849', 'Diabetes Mellitus');
38250, 'C0865800', 'asthma with copd');
38251, 'C0011849', 'Diabetes Mellitus');
38252, 'C0011849', 'Diabetes Mellitus');
38254, 'C0024117', 'Chronic Obstructive Airway Disease');
38255, 'C0272285', 'Heparin-induced thrombocytopenia');
38259, 'C0024117', 'Chronic Obstructive Airway Disease');
38261, 'C0024117', 'Chronic Obstructive Airway Disease');
38265, 'C0024117', 'Chronic Obstructive Airway Disease');
38267, 'C0024117', 'Chronic Obstructive Airway Disease');
38270, 'C0023895', 'Liver diseases');
38276, 'C0024117', 'Chronic Obstructive Airway Disease');
38280, 'C0024117', 'Chronic Obstructive Airway Disease');
38283, 'C0024117', 'Chronic Obstructive Airway Disease');
38291, 'C0012813', 'Diverticulitis');
38292, 'C0012634', 'Disease');
38303, 'C0009443', 'Common Cold');
38316, 'C0024117', 'Chronic Obstructive Airway Disease');
38320, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
38342, 'C0017547', 'Gigantism');
38356, 'C0038644', 'Sudden infant death syndrome');
38360, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
38364, 'C0019159', 'Hepatitis A');
38368, 'C0268358', 'Osteogenesis imperfecta| dominant perinatal lethal');
38369, 'C0851578', 'Sleep Disorders');
38376, 'C3542022', 'SHORT STATURE| ONYCHODYSPLASIA| FACIAL DYSMORPHISM| AND HYPOTRICHOSIS SYNDROME');
38380, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
38382, 'C0917799', 'Hypersomnia');
38391, 'C0012813', 'Diverticulitis');
38401, 'C0019112', 'Hemorrhoids');
38405, 'C0022104', 'Irritable Bowel Syndrome');
38410, 'C0030567', 'Parkinson Disease');
38414, 'C0017178', 'Gastrointestinal Diseases');
38432, 'C0362046', 'Prediabetes syndrome');
38436, 'C0024117', 'Chronic Obstructive Airway Disease');
38437, 'C0024117', 'Chronic Obstructive Airway Disease');
38447, 'C0009443', 'Common Cold');
38450, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
38452, 'C0149931', 'Migraine Disorders');
38453, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
38454, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
38455, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
38456, 'C0024117', 'Chronic Obstructive Airway Disease');
38458, 'C0268621', 'Hepatic methionine adenosyltransferase deficiency');
38464, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
38477, 'C0149931', 'Migraine Disorders');
38483, 'C0027051', 'Myocardial Infarction');
38488, 'C1969653', 'MUNGAN SYNDROME');
38495, 'C2363129', 'Benign Rolandic Epilepsy');
38499, 'C0009443', 'Common Cold');
38514, 'C0020615', 'Hypoglycemia');
38515, 'C0011849', 'Diabetes Mellitus');
38522, 'C0020557', 'Hypertriglyceridemia');
38533, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
38534, 'C0033046', 'Premenstrual syndrome');
38541, 'C3542022', 'SHORT STATURE| ONYCHODYSPLASIA| FACIAL DYSMORPHISM| AND HYPOTRICHOSIS SYNDROME');
38544, 'C0020676', 'Hypothyroidism');
38554, 'C0011849', 'Diabetes Mellitus');
38555, 'C0011849', 'Diabetes Mellitus');
38559, 'C0011849', 'Diabetes Mellitus');
38560, 'C0011860', 'Diabetes Mellitus| Non-Insulin-Dependent');
38561, 'C0038454', 'Cerebrovascular accident');
38571, 'C1456577', 'Mini-Stroke');
38572, 'C0018939', 'Hematological Disease');
38575, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
38576, 'C0024117', 'Chronic Obstructive Airway Disease');
38577, 'C0024117', 'Chronic Obstructive Airway Disease');
38578, 'C0024117', 'Chronic Obstructive Airway Disease');
38579, 'C0024117', 'Chronic Obstructive Airway Disease');
38580, 'C0024117', 'Chronic Obstructive Airway Disease');
38581, 'C0018939', 'Hematological Disease');
38582, 'C0018939', 'Hematological Disease');
38583, 'C0018939', 'Hematological Disease');
38584, 'C0018939', 'Hematological Disease');
38585, 'C0011849', 'Diabetes Mellitus');
38586, 'C0024117', 'Chronic Obstructive Airway Disease');
38587, 'C0024117', 'Chronic Obstructive Airway Disease');
38588, 'C0024117', 'Chronic Obstructive Airway Disease');
38593, 'C0018939', 'Hematological Disease');
38594, 'C0018939', 'Hematological Disease');
38595, 'C0018939', 'Hematological Disease');
38598, 'C0018939', 'Hematological Disease');
38599, 'C0018939', 'Hematological Disease');
38600, 'C0018939', 'Hematological Disease');
38601, 'C0018939', 'Hematological Disease');
38602, 'C1969653', 'MUNGAN SYNDROME');
38603, 'C0018939', 'Hematological Disease');
38604, 'C0018939', 'Hematological Disease');
38605, 'C0018939', 'Hematological Disease');
38606, 'C3542022', 'SHORT STATURE| ONYCHODYSPLASIA| FACIAL DYSMORPHISM| AND HYPOTRICHOSIS SYNDROME');
38607, 'C0018939', 'Hematological Disease');
38608, 'C0277528', 'Traveler''s diarrhea');
38609, 'C0018939', 'Hematological Disease');
38621, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
38624, 'C0018939', 'Hematological Disease');
38626, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
38629, 'C0004096', 'Asthma');
38642, 'C0018939', 'Hematological Disease');
38643, 'C0024117', 'Chronic Obstructive Airway Disease');
38647, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
38649, 'C0162316', 'Iron deficiency anemia');
38650, 'C0347950', 'Asthma attack');
38651, 'C0018939', 'Hematological Disease');
38652, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
38656, 'C0018939', 'Hematological Disease');
38657, 'C0007787', 'Transient Ischemic Attack');
38659, 'C0038358', 'Gastric ulcer');
38662, 'C0018939', 'Hematological Disease');
38665, 'C0018939', 'Hematological Disease');
38666, 'C0857495', 'sore nose');
38668, 'C0018939', 'Hematological Disease');
38669, 'C0018939', 'Hematological Disease');
38670, 'C0018939', 'Hematological Disease');
38671, 'C0018939', 'Hematological Disease');
38672, 'C0018939', 'Hematological Disease');
38674, 'C0012813', 'Diverticulitis');
38676, 'C0018790', 'Cardiac Arrest');
38678, 'C0018939', 'Hematological Disease');
38679, 'C0018939', 'Hematological Disease');
38680, 'C3495801', 'Granulomatosis with polyangiitis');
38681, 'C0018939', 'Hematological Disease');
38686, 'C0549622', 'Sexual Dysfunction');
38692, 'C0018939', 'Hematological Disease');
38693, 'C0018939', 'Hematological Disease');
38699, 'C0018939', 'Hematological Disease');
38701, 'C0795965', 'X-linked mental retardation Gustavson type');
38712, 'C1969653', 'MUNGAN SYNDROME');
38726, 'C0040921', 'Trichomonas Infections');
38730, 'C0018939', 'Hematological Disease');
38731, 'C0018939', 'Hematological Disease');
38734, 'C0018939', 'Hematological Disease');
38737, 'C0018939', 'Hematological Disease');
38738, 'C0018939', 'Hematological Disease');
38741, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
38746, 'C0018939', 'Hematological Disease');
38747, 'C0018939', 'Hematological Disease');
38748, 'C0018939', 'Hematological Disease');
38749, 'C0018939', 'Hematological Disease');
38757, 'C0018939', 'Hematological Disease');
38758, 'C0018939', 'Hematological Disease');
38759, 'C0018939', 'Hematological Disease');
38760, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
38761, 'C0004135', 'Ataxia Telangiectasia');
38764, 'C0018939', 'Hematological Disease');
38767, 'C0018939', 'Hematological Disease');
38769, 'C0018939', 'Hematological Disease');
38771, 'C0041912', 'Upper Respiratory Infections');
38774, 'C0018939', 'Hematological Disease');
38777, 'C2676739', 'Chromosome 2q32-Q33 Deletion Syndrome');
38778, 'C0018939', 'Hematological Disease');
38782, 'C0018939', 'Hematological Disease');
38784, 'C0018939', 'Hematological Disease');
38790, 'C0018939', 'Hematological Disease');
38793, 'C0018939', 'Hematological Disease');
38794, 'C0018939', 'Hematological Disease');
38795, 'C0018939', 'Hematological Disease');
38797, 'C0018939', 'Hematological Disease');
38798, 'C0018939', 'Hematological Disease');
38800, 'C0235394', 'Wasting');
38801, 'C0018939', 'Hematological Disease');
38803, 'C0018939', 'Hematological Disease');
38804, 'C0018939', 'Hematological Disease');
38805, 'C0019112', 'Hemorrhoids');
38806, 'C0018939', 'Hematological Disease');
38807, 'C0018939', 'Hematological Disease');
38808, 'C0018939', 'Hematological Disease');
38811, 'C0018939', 'Hematological Disease');
38814, 'C0018939', 'Hematological Disease');
38815, 'C0018939', 'Hematological Disease');
38817, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
38818, 'C0018939', 'Hematological Disease');
38822, 'C0018939', 'Hematological Disease');
38823, 'C0018939', 'Hematological Disease');
38826, 'C0018939', 'Hematological Disease');
38831, 'C0015695', 'Fatty Liver');
38834, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
38837, 'C1845050', 'PIGMENTARY DISORDER| RETICULATE| WITH SYSTEMIC MANIFESTATIONS');
38840, 'C0362046', 'Prediabetes syndrome');
38846, 'C0004135', 'Ataxia Telangiectasia');
38857, 'C0032285', 'Pneumonia');
38859, 'C0016053', 'Fibromyalgia');
38863, 'C0018939', 'Hematological Disease');
38867, 'C0018939', 'Hematological Disease');
38868, 'C0018939', 'Hematological Disease');
38869, 'C0018939', 'Hematological Disease');
38870, 'C0019342', 'Genital Herpes');
38871, 'C0018939', 'Hematological Disease');
38873, 'C0018939', 'Hematological Disease');
38875, 'C0018939', 'Hematological Disease');
38877, 'C0018939', 'Hematological Disease');
38878, 'C0018939', 'Hematological Disease');
38879, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
38882, 'C0018939', 'Hematological Disease');
38883, 'C0018939', 'Hematological Disease');
38885, 'C0043352', 'Xerostomia');
38890, 'C0004135', 'Ataxia Telangiectasia');
38891, 'C0018939', 'Hematological Disease');
38893, 'C0018939', 'Hematological Disease');
38894, 'C0026847', 'Spinal Muscular Atrophy');
38896, 'C0009450', 'Communicable Diseases');
38900, 'C0018939', 'Hematological Disease');
38906, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
38910, 'C0272285', 'Heparin-induced thrombocytopenia');
38912, 'C0018939', 'Hematological Disease');
38916, 'C0018939', 'Hematological Disease');
38919, 'C0018939', 'Hematological Disease');
38920, 'C0020538', 'Hypertensive disease');
38921, 'C0018939', 'Hematological Disease');
38923, 'C0018939', 'Hematological Disease');
38924, 'C0018939', 'Hematological Disease');
38925, 'C0018939', 'Hematological Disease');
38926, 'C0018939', 'Hematological Disease');
38927, 'C0018939', 'Hematological Disease');
38932, 'C0018939', 'Hematological Disease');
38934, 'C2959722', 'Small bowel bacterial overgrowth syndrome');
38936, 'C0018939', 'Hematological Disease');
38937, 'C0018939', 'Hematological Disease');
38938, 'C0018939', 'Hematological Disease');
38940, 'C0018939', 'Hematological Disease');
38946, 'C0151950', 'Deep thrombophlebitis');
38947, 'C0022104', 'Irritable Bowel Syndrome');
38949, 'C0022951', 'Lactose Intolerance');
38953, 'C0020456', 'Hyperglycemia');
38959, 'C0018939', 'Hematological Disease');
38960, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
38961, 'C0018939', 'Hematological Disease');
38963, 'C0018939', 'Hematological Disease');
38967, 'C0018939', 'Hematological Disease');
38970, 'C0018939', 'Hematological Disease');
38972, 'C0018939', 'Hematological Disease');
38973, 'C0009324', 'Ulcerative Colitis');
38974, 'C0018939', 'Hematological Disease');
38979, 'C0018939', 'Hematological Disease');
38982, 'C0021400', 'Influenza');
38986, 'C0018939', 'Hematological Disease');
38987, 'C0018939', 'Hematological Disease');
38988, 'C0004238', 'Atrial Fibrillation');
38993, 'C0018939', 'Hematological Disease');
38994, 'C0018939', 'Hematological Disease');
38995, 'C0018939', 'Hematological Disease');
39005, 'C0018939', 'Hematological Disease');
39006, 'C0700201', 'Dyssomnias');
39008, 'C0024117', 'Chronic Obstructive Airway Disease');
39010, 'C0018939', 'Hematological Disease');
39011, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
39012, 'C0242350', 'Erectile dysfunction');
39013, 'C0018939', 'Hematological Disease');
39015, 'C0018939', 'Hematological Disease');
39018, 'C0018939', 'Hematological Disease');
39022, 'C0018939', 'Hematological Disease');
39024, 'C1456577', 'Mini-Stroke');
39025, 'C0004238', 'Atrial Fibrillation');
39028, 'C0018939', 'Hematological Disease');
39031, 'C0020538', 'Hypertensive disease');
39037, 'C0018939', 'Hematological Disease');
39038, 'C0018939', 'Hematological Disease');
