PostNumber, DiseaseId, DiseaseName, SymptomId, SymptomName, TreatmentId, TreatmentName, DrugId, DrugName, BodypartId, BodypartName3, 'C0032064', 'Plague', '', '', '', '', '', '', '', '
3, 'C0032064', 'Plague', 'C0221423', 'Illness3, 'C0032064', 'Plague', 'C0011991', 'Diarrhea', '', '', '', '', '', '
3, 'C0032064', 'Plague', 'C0009806', 'Constipation', '', '', '', '', '', '
11419, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11420, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11420, 'C0022104', 'Irritable Bowel Syndrome', 'C1291077', 'Abdominal bloating', '', '', '', '', '', '
11420, 'C0022104', 'Irritable Bowel Syndrome', 'C0033774', 'Pruritus', '', '', '', '', '', '
11420, 'C0022104', 'Irritable Bowel Syndrome', 'C0476289', 'Abdominal wind pain', '', '', '', '', '', '
11420, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', 'C0034896', 'Rectum
11420, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', 'C1278927', 'Entire anus
11421, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11421, 'C0022104', 'Irritable Bowel Syndrome', 'C0027497', 'Nausea', '', '', '', '', '', '
11422, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11423, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11423, 'C0022104', 'Irritable Bowel Syndrome', 'C0557875', 'Tired', '', '', '', '', '', '
11423, 'C0022104', 'Irritable Bowel Syndrome', 'C0012833', 'Dizziness', '', '', '', '', '', '
11423, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', 'C0016504', 'Foot
11424, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11424, 'C0022104', 'Irritable Bowel Syndrome', 'C0011991', 'Diarrhea', '', '', '', '', '', '
11424, 'C0022104', 'Irritable Bowel Syndrome', 'C0009806', 'Constipation', '', '', '', '', '', '
11424, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', 'C1278920', 'Entire stomach
11424, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', 'C0016976', 'Gallbladder
11424, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', 'C0021853', 'Intestines
11424, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', 'C1269001', 'Entire gallbladder
11426, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11426, 'C0022104', 'Irritable Bowel Syndrome', 'C0011991', 'Diarrhea', '', '', '', '', '', '
11426, 'C0022104', 'Irritable Bowel Syndrome', 'C0917801', 'Sleeplessness', '', '', '', '', '', '
11426, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', 'C1278920', 'Entire stomach
11427, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11428, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', '', '', '', '', '', '
11429, 'C0009450', 'Communicable Diseases', '', '', '', '', '', '', '', '
11429, 'C0009450', 'Communicable Diseases', 'C0030193', 'Pain', '', '', '', '', '', '
11429, 'C0009450', 'Communicable Diseases', '', '', 'C0196542', 'Operative procedure on nerve', '', '', '', '
11429, 'C0009450', 'Communicable Diseases', '', '', 'C0184898', 'Surgical incisions', '', '', '', '
11429, 'C0009450', 'Communicable Diseases', '', '', 'C0185012', 'Closure by staple', '', '', '', '
11429, 'C0009450', 'Communicable Diseases', '', '', 'C0192398', 'Operation on stomach', '', '', '', '
11429, 'C0009450', 'Communicable Diseases', '', '', '', '', '', '', 'C1278920', 'Entire stomach
11429, 'C0009450', 'Communicable Diseases', '', '', '', '', '', '', 'C1281590', 'Entire head
11429, 'C0009450', 'Communicable Diseases', '', '', '', '', '', '', 'C1281569', 'Entire colon
11429, 'C0009450', 'Communicable Diseases', '', '', '', '', '', '', 'C0178784', 'Organ
11429, 'C0009450', 'Communicable Diseases', '', '', '', '', '', '', 'C0042276', 'Vagus nerve structure
11431, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11431, 'C0022104', 'Irritable Bowel Syndrome', 'C0231218', 'Malaise', '', '', '', '', '', '
11431, 'C0022104', 'Irritable Bowel Syndrome', 'C0030193', 'Pain', '', '', '', '', '', '
11431, 'C0022104', 'Irritable Bowel Syndrome', '', '', 'C0184958', 'Toilet procedure', '', '', '', '
11431, 'C0022104', 'Irritable Bowel Syndrome', '', '', 'C0016999', 'Gamete Intrafallopian Transfer', '', '', '', '
11431, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', 'C1278920', 'Entire stomach
11432, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11432, 'C0022104', 'Irritable Bowel Syndrome', 'C0011991', 'Diarrhea', '', '', '', '', '', '
11432, 'C0022104', 'Irritable Bowel Syndrome', 'C0009806', 'Constipation', '', '', '', '', '', '
11432, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', 'C0016976', 'Gallbladder
11432, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', 'C1269001', 'Entire gallbladder
11433, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11433, 'C0022104', 'Irritable Bowel Syndrome', 'C0221512', 'Stomach ache', '', '', '', '', '', '
11433, 'C0022104', 'Irritable Bowel Syndrome', 'C0011991', 'Diarrhea', '', '', '', '', '', '
11433, 'C0022104', 'Irritable Bowel Syndrome', 'C1446787', 'Cramping sensation quality', '', '', '', '', '', '
11433, 'C0022104', 'Irritable Bowel Syndrome', 'C0344375', 'Stomach cramps11434, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11435, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', '', '', '', '', '', '
11435, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', 'C0030193', 'Pain', '', '', '', '', '', '
11436, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11436, 'C0022104', 'Irritable Bowel Syndrome', '', '', 'C0301571', 'Liquid diet', '', '', '', '
11436, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', 'C0423866', 'Lanugo
11436, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', 'C0021853', 'Intestines
11437, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11438, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11439, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11442, 'C1868649', 'PANIC DISORDER 1', '', '', '', '', '', '', '', '
11443, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11443, 'C0022104', 'Irritable Bowel Syndrome', 'C0011991', 'Diarrhea', '', '', '', '', '', '
11443, 'C0022104', 'Irritable Bowel Syndrome', 'C2129214', 'Loose stool', '', '', '', '', '', '
11443, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', 'C1280698', 'Entire throat11443, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', 'C0021853', 'Intestines
11444, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11444, 'C0022104', 'Irritable Bowel Syndrome', 'C0221512', 'Stomach ache', '', '', '', '', '', '
11444, 'C0022104', 'Irritable Bowel Syndrome', 'C0030193', 'Pain', '', '', '', '', '', '
11444, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', 'C0230102', 'Lower back structure
11444, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', 'C0030797', 'Pelvis
11450, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11450, 'C0022104', 'Irritable Bowel Syndrome', 'C0221512', 'Stomach ache', '', '', '', '', '', '
11450, 'C0022104', 'Irritable Bowel Syndrome', 'C0596601', 'gastrointestinal gas', '', '', '', '', '', '
11450, 'C0022104', 'Irritable Bowel Syndrome', 'C1291077', 'Abdominal bloating', '', '', '', '', '', '
11450, 'C0022104', 'Irritable Bowel Syndrome', '', '', 'C0012358', 'Dilatation and Curettage', '', '', '', '
11450, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', 'C0038351', 'Stomach
11452, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11452, 'C0022104', 'Irritable Bowel Syndrome', 'C0085631', 'Agitation', '', '', '', '', '', '
11462, 'C0028754', 'Obesity', '', '', '', '', '', '', '', '
11462, 'C0028754', 'Obesity', 'C0235309', 'Upset stomach', '', '', '', '', '', '
11462, 'C0028754', 'Obesity', 'C0849959', 'feeling dizzy', '', '', '', '', '', '
11463, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', '', '
11463, 'C0027051', 'Myocardial Infarction', 'C0027497', 'Nausea', '', '', '', '', '', '
11463, 'C0027051', 'Myocardial Infarction', '', '', 'C3687832', 'DRUGS', '', '', '', '
11464, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11464, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', 'C0018787', 'Heart
11465, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11465, 'C0022104', 'Irritable Bowel Syndrome', 'C0011991', 'Diarrhea', '', '', '', '', '', '
11465, 'C0022104', 'Irritable Bowel Syndrome', 'C3714552', 'Weakness', '', '', '', '', '', '
11474, 'C0017152', 'Gastritis', '', '', '', '', '', '', '', '
11474, 'C0017152', 'Gastritis', 'C0027497', 'Nausea', '', '', '', '', '', '
11474, 'C0017152', 'Gastritis', 'C0014724', 'Eructation', '', '', '', '', '', '
11476, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', '', '
11476, 'C0022104', 'Irritable Bowel Syndrome', '', '', '', '', '', '', 'C1278920', 'Entire stomach
11480, 'C3539909', 'Allergic disposition', '', '', '', '', '', '', '', '
11480, 'C3539909', 'Allergic disposition', 'C0221423', 'Illness11480, 'C3539909', 'Allergic disposition', 'C0231617', 'Catch - Finding of sensory dimension of pain', '', '', '', '', '', '
11487, 'C0042029', 'Urinary tract infection', '', '', '', '', '', '', '', '
11489, 'C0262655', 'Recurrent urinary tract infection', '', '', '', '', '', '', '', '
11498, 'C0012634', 'Disease', '', '', '', '', '', '', '', '
11498, 'C0012634', 'Disease', 'C0023222', 'Pain in lower limb', '', '', '', '', '', '
11498, 'C0012634', 'Disease', 'C0030193', 'Pain', '', '', '', '', '', '
11498, 'C0012634', 'Disease', 'C0751372', 'Nerve Pain', '', '', '', '', '', '
11498, 'C0012634', 'Disease', '', '', 'C1707814', 'Dose Reduced', '', '', '', '
11498, 'C0012634', 'Disease', '', '', 'C1293131', 'Fusion procedure', '', '', '', '
11498, 'C0012634', 'Disease', '', '', '', '', '', '', 'C1284724', 'Entire lumbar nerve
11498, 'C0012634', 'Disease', '', '', '', '', '', '', 'C0228897', 'Lumbar nerve
11507, 'C0026850', 'Muscular Dystrophy', '', '', '', '', '', '', '', '
11507, 'C0026850', 'Muscular Dystrophy', 'C0036572', 'Seizures', '', '', '', '', '', '
11507, 'C0026850', 'Muscular Dystrophy', 'C0839480', 'Pain in limb| lower leg', '', '', '', '', '', '
11507, 'C0026850', 'Muscular Dystrophy', '', '', '', '', '', '', 'C0018563', 'Hand
11508, 'C0019360', 'Herpes zoster disease', '', '', '', '', '', '', '', '
11508, 'C0019360', 'Herpes zoster disease', 'C0030193', 'Pain', '', '', '', '', '', '
11508, 'C0019360', 'Herpes zoster disease', 'C0751372', 'Nerve Pain', '', '', '', '', '', '
11516, 'C0042109', 'Urticaria', '', '', '', '', '', '', '', '
11516, 'C0042109', 'Urticaria', 'C0033774', 'Pruritus', '', '', '', '', '', '
11516, 'C0042109', 'Urticaria', 'C0240941', 'Pruritus of scalp', '', '', '', '', '', '
11516, 'C0042109', 'Urticaria', 'C0270541', 'Rebound Insomnia', '', '', '', '', '', '
11516, 'C0042109', 'Urticaria', '', '', '', '', '', '', 'C1269612', 'Entire upper arm
11518, 'C0152010', 'Withdrawal bleeding', '', '', '', '', '', '', '', '
11518, 'C0152010', 'Withdrawal bleeding', '', '', 'C0700589', 'Contraceptive methods', '', '', '', '
11520, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11520, 'C0149931', 'Migraine Disorders', 'C0547030', 'Visual disturbance', '', '', '', '', '', '
11520, 'C0149931', 'Migraine Disorders', 'C0027497', 'Nausea', '', '', '', '', '', '
11520, 'C0149931', 'Migraine Disorders', 'C0015672', 'Fatigue', '', '', '', '', '', '
11520, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
11520, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1318154', 'Root body part
11525, 'C0017168', 'Gastroesophageal reflux disease', '', '', '', '', '', '', '', '
11525, 'C0017168', 'Gastroesophageal reflux disease', 'C0027497', 'Nausea', '', '', '', '', '', '
11525, 'C0017168', 'Gastroesophageal reflux disease', '', '', '', '', '', '', 'C0021853', 'Intestines
11541, 'C0033893', 'Tension Headache', '', '', '', '', '', '', '', '
11541, 'C0033893', 'Tension Headache', 'C0042963', 'Vomiting', '', '', '', '', '', '
11541, 'C0033893', 'Tension Headache', 'C0027497', 'Nausea', '', '', '', '', '', '
11541, 'C0033893', 'Tension Headache', 'C0018681', 'Headache', '', '', '', '', '', '
11541, 'C0033893', 'Tension Headache', 'C0151315', 'Neck stiffness', '', '', '', '', '', '
11544, 'C0035258', 'Restless Legs Syndrome', '', '', '', '', '', '', '', '
11544, 'C0035258', 'Restless Legs Syndrome', 'C0027497', 'Nausea', '', '', '', '', '', '
11544, 'C0035258', 'Restless Legs Syndrome', 'C2242996', 'Has tingling sensation', '', '', '', '', '', '
11544, 'C0035258', 'Restless Legs Syndrome', 'C0018681', 'Headache', '', '', '', '', '', '
11544, 'C0035258', 'Restless Legs Syndrome', '', '', '', '', '', '', 'C1269612', 'Entire upper arm
11553, 'C0013182', 'Drug Allergy', '', '', '', '', '', '', '', '
11553, 'C0013182', 'Drug Allergy', 'C0235309', 'Upset stomach', '', '', '', '', '', '
11563, 'C0021400', 'Influenza', '', '', '', '', '', '', '', '
11563, 'C0021400', 'Influenza', 'C0851121', 'digestive problem', '', '', '', '', '', '
11563, 'C0021400', 'Influenza', 'C0027497', 'Nausea', '', '', '', '', '', '
11563, 'C0021400', 'Influenza', 'C1446787', 'Cramping sensation quality', '', '', '', '', '', '
11568, 'C0020624', 'Hypomenorrhea', '', '', '', '', '', '', '', '
11569, 'C0009450', 'Communicable Diseases', '', '', '', '', '', '', '', '
11569, 'C0009450', 'Communicable Diseases', 'C0027497', 'Nausea', '', '', '', '', '', '
11569, 'C0009450', 'Communicable Diseases', '', '', '', '', '', '', 'C0009368', 'Colon structure11570, 'C0029408', 'Degenerative polyarthritis', '', '', '', '', '', '', '', '
11571, 'C0029408', 'Degenerative polyarthritis', '', '', '', '', '', '', '', '
11571, 'C0029408', 'Degenerative polyarthritis', 'C2202100', 'Pain in right hip joint', '', '', '', '', '', '
11571, 'C0029408', 'Degenerative polyarthritis', 'C0231528', 'Myalgia', '', '', '', '', '', '
11571, 'C0029408', 'Degenerative polyarthritis', 'C3714552', 'Weakness', '', '', '', '', '', '
11571, 'C0029408', 'Degenerative polyarthritis', 'C0004604', 'Back Pain', '', '', '', '', '', '
11571, 'C0029408', 'Degenerative polyarthritis', '', '', '', '', '', '', 'C0022122', 'Bone structure of ischium
11573, 'C0011119', 'Decompression Sickness', '', '', '', '', '', '', '', '
11573, 'C0011119', 'Decompression Sickness', 'C0234238', 'Ache', '', '', '', '', '', '
11573, 'C0011119', 'Decompression Sickness', 'C0030193', 'Pain', '', '', '', '', '', '
11573, 'C0011119', 'Decompression Sickness', '', '', 'C0021485', 'Injection of therapeutic agent', '', '', '', '
11573, 'C0011119', 'Decompression Sickness', '', '', 'C1533685', 'Injection procedure', '', '', '', '
11573, 'C0011119', 'Decompression Sickness', '', '', '', '', '', '', 'C0022742', 'Knee
11573, 'C0011119', 'Decompression Sickness', '', '', '', '', '', '', 'C1281586', 'Entire thigh
11574, 'C0029408', 'Degenerative polyarthritis', '', '', '', '', '', '', '', '
11574, 'C0029408', 'Degenerative polyarthritis', 'C0030193', 'Pain', '', '', '', '', '', '
11576, 'C0029408', 'Degenerative polyarthritis', '', '', '', '', '', '', '', '
11576, 'C0029408', 'Degenerative polyarthritis', 'C0003862', 'Arthralgia', '', '', '', '', '', '
11576, 'C0029408', 'Degenerative polyarthritis', 'C0231528', 'Myalgia', '', '', '', '', '', '
11576, 'C0029408', 'Degenerative polyarthritis', 'C0600142', 'Hot flushes', '', '', '', '', '', '
11576, 'C0029408', 'Degenerative polyarthritis', 'C0030193', 'Pain', '', '', '', '', '', '
11576, 'C0029408', 'Degenerative polyarthritis', '', '', 'C0021485', 'Injection of therapeutic agent', '', '', '', '
11576, 'C0029408', 'Degenerative polyarthritis', '', '', 'C1533685', 'Injection procedure', '', '', '', '
11577, 'C0029408', 'Degenerative polyarthritis', '', '', '', '', '', '', '', '
11577, 'C0029408', 'Degenerative polyarthritis', 'C0003862', 'Arthralgia', '', '', '', '', '', '
11577, 'C0029408', 'Degenerative polyarthritis', 'C0008031', 'Chest Pain', '', '', '', '', '', '
11577, 'C0029408', 'Degenerative polyarthritis', 'C0033774', 'Pruritus', '', '', '', '', '', '
11577, 'C0029408', 'Degenerative polyarthritis', 'C0917801', 'Sleeplessness', '', '', '', '', '', '
11578, 'C0029408', 'Degenerative polyarthritis', '', '', '', '', '', '', '', '
11578, 'C0029408', 'Degenerative polyarthritis', 'C0009806', 'Constipation', '', '', '', '', '', '
11581, 'C0028754', 'Obesity', '', '', '', '', '', '', '', '
11581, 'C0028754', 'Obesity', 'C0037011', 'Shoulder Pain', '', '', '', '', '', '
11582, 'C0041912', 'Upper Respiratory Infections', '', '', '', '', '', '', '', '
11582, 'C0041912', 'Upper Respiratory Infections', 'C0700590', 'Increased sweating', '', '', '', '', '', '
11582, 'C0041912', 'Upper Respiratory Infections', '', '', '', '', '', '', 'C1281591', 'Entire face
11582, 'C0041912', 'Upper Respiratory Infections', '', '', '', '', '', '', 'C0016504', 'Foot
11583, 'C0028754', 'Obesity', '', '', '', '', '', '', '', '
11583, 'C0028754', 'Obesity', 'C0028643', 'Numbness', '', '', '', '', '', '
11583, 'C0028754', 'Obesity', 'C0344232', 'Blurred vision', '', '', '', '', '', '
11583, 'C0028754', 'Obesity', 'C0917801', 'Sleeplessness', '', '', '', '', '', '
11584, 'C0270724', 'Infantile Neuroaxonal Dystrophy', '', '', '', '', '', '', '', '
11586, 'C0277556', 'Recurrent disease', '', '', '', '', '', '', '', '
11586, 'C0277556', 'Recurrent disease', 'C0221423', 'Illness11586, 'C0277556', 'Recurrent disease', 'C0557875', 'Tired', '', '', '', '', '', '
11586, 'C0277556', 'Recurrent disease', 'C0542476', 'Forgetful', '', '', '', '', '', '
11586, 'C0277556', 'Recurrent disease', 'C0037088', 'Signs and Symptoms', '', '', '', '', '', '
11586, 'C0277556', 'Recurrent disease', 'C0849963', 'Feeling nervous', '', '', '', '', '', '
11586, 'C0277556', 'Recurrent disease', 'C3714552', 'Weakness', '', '', '', '', '', '
11586, 'C0277556', 'Recurrent disease', 'C0023380', 'Lethargy', '', '', '', '', '', '
11586, 'C0277556', 'Recurrent disease', '', '', '', '', 'C3537631', 'aripiprazole 400 MG Injection [Abilify]', '', '
11586, 'C0277556', 'Recurrent disease', '', '', '', '', '', '', 'C0040408', 'Tongue
11587, 'C0035258', 'Restless Legs Syndrome', '', '', '', '', '', '', '', '
11589, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', '', '', '', '', '', '
11589, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', 'C0027497', 'Nausea', '', '', '', '', '', '
11589, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', 'C0683369', 'Clouded consciousness', '', '', '', '', '', '
11589, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', 'C0679614', 'cold turkey', '', '', '', '
11589, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', '', '', '', '', 'C1278920', 'Entire stomach
11596, 'C0028754', 'Obesity', '', '', '', '', '', '', '', '
11596, 'C0028754', 'Obesity', 'C0037088', 'Signs and Symptoms', '', '', '', '', '', '
11597, 'C0028754', 'Obesity', '', '', '', '', '', '', '', '
11597, 'C0028754', 'Obesity', '', '', 'C0452415', 'Diet good', '', '', '', '
11599, 'C0028754', 'Obesity', '', '', '', '', '', '', '', '
11599, 'C0028754', 'Obesity', 'C0087169', 'Withdrawal Symptoms', '', '', '', '', '', '
11600, 'C2316212', 'Cryopyrin-Associated Periodic Syndromes', '', '', '', '', '', '', '', '
11600, 'C2316212', 'Cryopyrin-Associated Periodic Syndromes', 'C0027497', 'Nausea', '', '', '', '', '', '
11600, 'C2316212', 'Cryopyrin-Associated Periodic Syndromes', '', '', '', '', '', '', 'C1278920', 'Entire stomach
11601, 'C0028754', 'Obesity', '', '', '', '', '', '', '', '
11601, 'C0028754', 'Obesity', 'C0020175', 'Hunger', '', '', '', '', '', '
11602, 'C0014518', 'Toxic Epidermal Necrolysis', '', '', '', '', '', '', '', '
11602, 'C0014518', 'Toxic Epidermal Necrolysis', '', '', '', '', '', '', 'C1268255', 'Entire right upper arm
11607, 'C0003123', 'Anorexia', '', '', '', '', '', '', '', '
11608, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', '', '', '', '', '', '
11608, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', 'C0221423', 'Illness11608, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', 'C0027497', 'Nausea', '', '', '', '', '', '
11608, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', 'C0848290', 'sick to stomach', '', '', '', '', '', '
11608, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', 'C0087111', 'Therapeutic procedure', '', '', '', '
11609, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11611, 'C0028754', 'Obesity', '', '', '', '', '', '', '', '
11616, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11616, 'C0149931', 'Migraine Disorders', '', '', 'C0002766', 'Pain management', '', '', '', '
11617, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11617, 'C0149931', 'Migraine Disorders', 'C0221423', 'Illness11617, 'C0149931', 'Migraine Disorders', 'C0042963', 'Vomiting', '', '', '', '', '', '
11617, 'C0149931', 'Migraine Disorders', 'C0151827', 'Eye pain', '', '', '', '', '', '
11617, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
11617, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0015392', 'Eye
11619, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11620, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11620, 'C0149931', 'Migraine Disorders', '', '', 'C0021485', 'Injection of therapeutic agent', '', '', '', '
11621, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11621, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
11622, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11622, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0023884', 'Liver
11622, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0022646', 'Kidney
11623, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11623, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0040426', 'Tooth structure
11624, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11624, 'C0149931', 'Migraine Disorders', 'C0036572', 'Seizures', '', '', '', '', '', '
11625, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11625, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
11625, 'C0149931', 'Migraine Disorders', 'C1579931', 'Depressed - symptom', '', '', '', '', '', '
11625, 'C0149931', 'Migraine Disorders', '', '', 'C0079613', 'Adoptive Immunotherapy', '', '', '', '
11625, 'C0149931', 'Migraine Disorders', '', '', 'C1522704', 'Exercise Pain Management', '', '', '', '
11625, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1278920', 'Entire stomach
11625, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0001625', 'Adrenal Glands
11625, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1184743', 'bony process
11627, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11628, 'C1838329', 'APLASIA CUTIS CONGENITA WITH EPIBULBAR DERMOIDS', '', '', '', '', '', '', '', '
11628, 'C1838329', 'APLASIA CUTIS CONGENITA WITH EPIBULBAR DERMOIDS', 'C0018834', 'Heartburn', '', '', '', '', '', '
11628, 'C1838329', 'APLASIA CUTIS CONGENITA WITH EPIBULBAR DERMOIDS', 'C0011991', 'Diarrhea', '', '', '', '', '', '
11628, 'C1838329', 'APLASIA CUTIS CONGENITA WITH EPIBULBAR DERMOIDS', 'C0235309', 'Upset stomach', '', '', '', '', '', '
11628, 'C1838329', 'APLASIA CUTIS CONGENITA WITH EPIBULBAR DERMOIDS', 'C0027497', 'Nausea', '', '', '', '', '', '
11628, 'C1838329', 'APLASIA CUTIS CONGENITA WITH EPIBULBAR DERMOIDS', 'C0030193', 'Pain', '', '', '', '', '', '
11628, 'C1838329', 'APLASIA CUTIS CONGENITA WITH EPIBULBAR DERMOIDS', '', '', '', '', '', '', 'C1269000', 'Entire appendix
11630, 'C0016053', 'Fibromyalgia', '', '', '', '', '', '', '', '
11633, 'C0029408', 'Degenerative polyarthritis', '', '', '', '', '', '', '', '
11634, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11634, 'C0149931', 'Migraine Disorders', '', '', 'C1963578', 'Release11635, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11635, 'C0149931', 'Migraine Disorders', 'C0184567', 'Acute onset pain', '', '', '', '', '', '
11635, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
11639, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', '', '', '', '', '', '
11639, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', 'C0027497', 'Nausea', '', '', '', '', '', '
11641, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11643, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11643, 'C0149931', 'Migraine Disorders', 'C0004604', 'Back Pain', '', '', '', '', '', '
11644, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11644, 'C0149931', 'Migraine Disorders', 'C0231218', 'Malaise', '', '', '', '', '', '
11649, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', '', '', '', '', '', '
11652, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11652, 'C0149931', 'Migraine Disorders', 'C0004604', 'Back Pain', '', '', '', '', '', '
11653, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
